gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges
Male,1,No,No,Yes,No,2,Yes,No,No,No,No,Yes,1,Yes,Electronic check,87.3
Male,0,No,Yes,Yes,Yes,2,No,Yes,No,No,Yes,No,1,Yes,Electronic check,91.0
Male,0,Yes,Yes,Yes,Yes,2,No,Yes,Yes,No,No,Yes,2,Yes,Credit card (automatic),95.0
Female,1,No,No,Yes,No,2,No,No,No,No,Yes,Yes,1,Yes,Electronic check,91.25
Female,0,No,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Credit card (automatic),20.05
Male,0,No,No,Yes,No,0,No,No,No,No,Yes,Yes,2,Yes,Bank transfer (automatic),64.85
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,20.7
Male,0,Yes,No,No,No phone service,0,No,No,No,No,No,No,1,Yes,Credit card (automatic),25.1
Female,0,Yes,No,Yes,Yes,2,No,No,No,Yes,No,No,1,Yes,Credit card (automatic),78.85
Female,0,No,No,Yes,No,2,No,Yes,No,Yes,No,No,2,Yes,Bank transfer (automatic),79.95
Male,0,Yes,No,Yes,Yes,0,Yes,Yes,Yes,No,Yes,Yes,0,Yes,Electronic check,85.25
Female,0,No,No,No,No phone service,0,No,Yes,Yes,No,No,Yes,0,Yes,Credit card (automatic),43.6
Male,0,Yes,Yes,Yes,No,2,No,No,No,No,No,No,1,Yes,Electronic check,71.0
Female,0,Yes,No,Yes,Yes,0,No,No,No,No,No,No,1,Yes,Electronic check,50.25
Female,1,Yes,No,Yes,Yes,2,No,No,Yes,No,Yes,No,2,Yes,Electronic check,90.7
Female,0,No,No,Yes,No,0,No,No,No,Yes,No,Yes,2,No,Electronic check,59.3
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,19.1
Male,0,Yes,No,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Bank transfer (automatic),25.25
Female,0,Yes,Yes,Yes,Yes,2,No,Yes,No,No,Yes,Yes,1,Yes,Electronic check,98.35
Female,0,No,No,Yes,Yes,2,No,No,No,No,Yes,No,1,Yes,Electronic check,85.65
Male,0,No,No,Yes,Yes,2,No,No,No,No,Yes,No,1,Yes,Mailed check,84.65
Male,0,Yes,No,No,No phone service,0,No,No,No,No,Yes,No,1,No,Mailed check,33.75
Female,0,Yes,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,Electronic check,25.25
Female,0,Yes,Yes,Yes,Yes,2,No,Yes,No,No,No,Yes,1,Yes,Electronic check,91.15
Male,0,No,Yes,Yes,Yes,2,No,No,No,No,No,Yes,1,No,Electronic check,86.2
Male,0,No,No,No,No phone service,0,No,Yes,No,No,Yes,No,2,Yes,Electronic check,39.1
Male,0,No,No,Yes,No,0,No,No,Yes,Yes,Yes,No,1,Yes,Credit card (automatic),63.95
Male,1,Yes,No,Yes,No,2,No,Yes,Yes,Yes,Yes,No,1,Yes,Mailed check,92.5
Female,1,No,No,Yes,No,0,No,No,No,No,No,No,1,No,Electronic check,43.95
Male,0,Yes,No,Yes,No,0,Yes,Yes,No,Yes,No,No,0,Yes,Mailed check,61.05
Male,0,No,No,Yes,Yes,0,No,No,Yes,No,No,No,1,Yes,Bank transfer (automatic),55.7
Male,1,No,No,Yes,Yes,2,No,Yes,No,Yes,Yes,Yes,2,Yes,Bank transfer (automatic),104.65
Male,0,Yes,Yes,No,No phone service,0,No,Yes,Yes,No,No,No,2,Yes,Credit card (automatic),36.1
Female,1,No,No,Yes,Yes,2,Yes,Yes,Yes,No,Yes,Yes,2,Yes,Electronic check,110.0
Female,0,Yes,No,No,No phone service,0,Yes,Yes,Yes,Yes,No,No,0,Yes,Bank transfer (automatic),47.6
Male,0,Yes,Yes,Yes,No,0,Yes,Yes,Yes,Yes,Yes,Yes,0,No,Bank transfer (automatic),85.45
Male,0,No,No,Yes,Yes,2,No,Yes,Yes,No,No,Yes,1,No,Electronic check,96.55
Female,0,No,No,Yes,No,2,No,No,No,No,No,Yes,1,No,Electronic check,80.55
Male,0,Yes,No,Yes,No,2,No,No,No,No,No,No,1,Yes,Electronic check,69.35
Female,0,Yes,Yes,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,1,Yes,Bank transfer (automatic),105.35
Male,0,Yes,No,Yes,Yes,2,Yes,No,No,No,No,Yes,1,Yes,Electronic check,89.15
Female,0,Yes,No,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),91.15
Female,0,Yes,No,Yes,Yes,2,No,No,No,No,No,No,1,Yes,Electronic check,74.95
Male,0,Yes,Yes,Yes,Yes,2,No,No,No,Yes,Yes,Yes,0,Yes,Electronic check,99.35
Male,0,Yes,No,Yes,Yes,2,No,Yes,Yes,Yes,No,Yes,0,Yes,Bank transfer (automatic),98.7
Female,0,Yes,Yes,Yes,Yes,2,No,No,No,No,Yes,No,2,Yes,Electronic check,83.0
Female,1,Yes,No,Yes,Yes,2,Yes,Yes,No,No,No,Yes,2,Yes,Credit card (automatic),96.55
Male,1,No,No,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,Electronic check,99.45
Female,0,No,No,Yes,No,2,No,Yes,No,No,Yes,Yes,2,Yes,Mailed check,94.05
Male,1,Yes,No,Yes,Yes,2,No,No,No,No,No,Yes,1,Yes,Electronic check,86.65
Male,0,Yes,No,Yes,No,2,No,No,Yes,Yes,No,No,1,No,Electronic check,78.2
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Yes,Bank transfer (automatic),19.55
Female,0,Yes,Yes,No,No phone service,0,No,Yes,No,No,No,No,1,Yes,Mailed check,30.25
Female,0,No,No,Yes,Yes,0,Yes,No,Yes,Yes,No,No,0,Yes,Mailed check,65.0
Male,0,Yes,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Yes,Bank transfer (automatic),24.25
Female,0,Yes,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Yes,Mailed check,24.9
Female,0,No,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,Mailed check,20.4
Female,1,Yes,No,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,Electronic check,100.8
Male,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Credit card (automatic),20.05
Male,1,Yes,No,Yes,Yes,2,Yes,Yes,Yes,No,Yes,Yes,2,Yes,Electronic check,108.85
Male,0,Yes,Yes,Yes,Yes,0,No,Yes,Yes,No,Yes,Yes,0,No,Bank transfer (automatic),79.85
Male,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,Mailed check,20.35
Male,1,No,No,Yes,Yes,2,No,Yes,No,No,Yes,No,1,Yes,Electronic check,88.2
Male,1,Yes,No,Yes,No,2,No,No,No,No,No,No,1,Yes,Mailed check,70.1
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Credit card (automatic),19.6
Male,0,No,No,Yes,No,0,No,No,No,Yes,No,No,1,No,Mailed check,51.25
Male,0,No,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Mailed check,19.8
Male,0,Yes,No,Yes,Yes,0,Yes,No,Yes,No,No,Yes,0,Yes,Mailed check,69.9
Male,0,No,No,Yes,No,2,No,Yes,Yes,Yes,No,No,1,Yes,Electronic check,85.95
Male,1,No,No,Yes,Yes,2,No,No,No,No,Yes,Yes,1,Yes,Electronic check,94.85
Male,0,No,No,Yes,No,0,No,No,No,No,No,No,1,Yes,Credit card (automatic),45.2
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Electronic check,19.75
Female,0,Yes,No,Yes,Yes,0,Yes,No,No,No,No,No,1,No,Bank transfer (automatic),55.0
Female,1,No,No,Yes,No,2,No,No,No,No,Yes,Yes,1,Yes,Electronic check,91.3
Male,0,Yes,No,Yes,Yes,2,No,Yes,No,No,Yes,No,2,Yes,Bank transfer (automatic),88.4
Male,0,Yes,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,24.2
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Yes,Bank transfer (automatic),20.05
Male,0,No,No,No,No phone service,0,No,No,No,No,No,No,1,No,Credit card (automatic),25.1
Male,0,No,No,No,No phone service,0,Yes,No,Yes,Yes,No,No,0,No,Mailed check,38.25
Female,0,No,Yes,Yes,No,0,Yes,Yes,No,No,No,Yes,1,Yes,Electronic check,63.95
Female,0,No,No,Yes,Yes,0,Yes,No,No,No,No,No,1,Yes,Electronic check,53.8
Female,0,No,No,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,Electronic check,101.35
Male,0,No,Yes,Yes,Yes,2,No,No,No,Yes,No,No,1,Yes,Electronic check,79.5
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Mailed check,20.1
Male,0,Yes,Yes,No,No phone service,0,Yes,Yes,Yes,No,No,No,0,No,Mailed check,38.55
Female,0,Yes,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Bank transfer (automatic),24.25
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Bank transfer (automatic),18.85
Female,0,Yes,Yes,Yes,No,2,No,Yes,Yes,Yes,Yes,Yes,1,Yes,Electronic check,102.8
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Bank transfer (automatic),19.8
Female,0,Yes,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Credit card (automatic),19.1
Female,1,Yes,No,Yes,Yes,2,No,No,No,No,Yes,Yes,1,Yes,Electronic check,94.95
Female,0,Yes,Yes,Yes,Yes,2,Yes,No,Yes,No,Yes,Yes,1,Yes,Electronic check,102.45
Male,1,No,No,No,No phone service,0,No,No,Yes,No,Yes,Yes,2,Yes,Bank transfer (automatic),50.05
Female,0,Yes,Yes,No,No phone service,0,Yes,No,No,No,Yes,Yes,1,No,Electronic check,50.55
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,Mailed check,20.95
Female,0,No,Yes,No,No phone service,0,Yes,No,Yes,Yes,Yes,Yes,2,No,Bank transfer (automatic),60.15
Female,0,No,No,Yes,Yes,0,Yes,No,No,Yes,No,Yes,2,No,Bank transfer (automatic),68.7
Female,0,Yes,Yes,No,No phone service,0,Yes,Yes,Yes,Yes,Yes,No,0,No,Credit card (automatic),56.05
Male,1,No,No,No,No phone service,0,No,Yes,No,No,Yes,No,1,Yes,Mailed check,39.0
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,20.65
Female,0,Yes,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Yes,Credit card (automatic),24.65
Female,0,Yes,Yes,Yes,Yes,2,Yes,Yes,No,Yes,No,No,0,Yes,Bank transfer (automatic),90.35
Female,0,Yes,Yes,Yes,No,0,Yes,No,Yes,Yes,Yes,Yes,0,Yes,Credit card (automatic),82.0
Female,0,No,No,Yes,Yes,2,No,No,No,No,No,No,1,Yes,Credit card (automatic),75.2
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,20.65
Male,0,No,Yes,Yes,Yes,2,No,No,No,No,Yes,Yes,1,No,Electronic check,95.2
Female,0,No,No,Yes,No,0,No,Yes,No,No,Yes,No,2,Yes,Credit card (automatic),58.6
Male,0,Yes,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Bank transfer (automatic),19.55
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Bank transfer (automatic),19.75
Male,0,No,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Credit card (automatic),24.8
Female,0,No,No,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),115.1
Male,0,Yes,No,Yes,No,2,Yes,No,No,No,Yes,No,1,No,Electronic check,84.1
Female,1,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,20.2
Male,0,No,No,No,No phone service,0,No,No,No,No,Yes,Yes,1,Yes,Mailed check,45.3
Female,0,No,No,Yes,No,0,No,Yes,No,Yes,No,Yes,2,No,Mailed check,64.9
Male,0,Yes,Yes,Yes,No,0,Yes,No,No,No,No,No,1,Yes,Electronic check,49.2
Male,0,Yes,No,Yes,Yes,2,No,No,No,Yes,Yes,No,1,Yes,Credit card (automatic),91.5
Male,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Yes,Bank transfer (automatic),19.7
Male,0,No,No,Yes,Yes,2,No,No,No,No,No,No,1,No,Electronic check,74.5
Male,0,Yes,Yes,Yes,No,0,No,No,No,No,No,No,1,Yes,Electronic check,44.5
Female,0,No,No,Yes,Yes,0,Yes,Yes,No,Yes,No,No,0,Yes,Mailed check,66.9
Female,0,No,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,Mailed check,25.45
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,19.6
Male,1,Yes,No,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Credit card (automatic),24.7
Male,0,No,No,No,No phone service,0,No,No,No,No,No,No,1,Yes,Electronic check,24.25
Male,1,Yes,No,Yes,Yes,2,Yes,No,Yes,No,No,No,1,Yes,Bank transfer (automatic),83.75
Female,0,No,No,Yes,No,0,No,Yes,No,No,No,No,1,No,Electronic check,48.85
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Bank transfer (automatic),20.15
Male,0,No,No,Yes,Yes,2,No,No,No,No,Yes,Yes,1,No,Electronic check,94.55
Female,0,No,No,Yes,Yes,2,No,No,No,Yes,Yes,Yes,1,Yes,Electronic check,98.5
Male,1,Yes,No,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,Electronic check,98.75
Male,0,Yes,Yes,Yes,No,0,Yes,No,No,No,No,No,1,Yes,Credit card (automatic),51.3
Male,0,Yes,Yes,Yes,Yes,2,Yes,Yes,No,Yes,Yes,Yes,1,Yes,Credit card (automatic),110.1
Female,0,Yes,No,Yes,No,0,Yes,No,Yes,Yes,No,Yes,2,Yes,Bank transfer (automatic),68.75
Male,1,No,No,Yes,No,0,No,No,Yes,No,No,No,1,No,Mailed check,49.95
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,Credit card (automatic),20.15
Male,0,No,No,Yes,No,2,No,Yes,No,No,Yes,Yes,1,Yes,Credit card (automatic),96.1
Female,1,No,No,Yes,No,2,Yes,No,Yes,Yes,No,Yes,1,Yes,Mailed check,96.3
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,Mailed check,19.8
Male,0,No,No,Yes,No,0,No,No,No,No,No,No,1,Yes,Mailed check,44.4
Male,0,Yes,No,Yes,Yes,2,No,No,No,No,No,No,1,Yes,Bank transfer (automatic),74.6
Male,1,No,No,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,Electronic check,100.6
Male,0,Yes,No,Yes,Yes,2,No,No,Yes,No,Yes,Yes,0,No,Credit card (automatic),101.15
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,Mailed check,19.55
Male,0,Yes,No,No,No phone service,0,Yes,No,Yes,No,Yes,Yes,0,Yes,Bank transfer (automatic),54.1
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,Mailed check,19.35
Male,1,No,No,Yes,No,2,No,No,No,No,No,Yes,1,Yes,Credit card (automatic),79.15
Male,0,No,Yes,No,No phone service,0,Yes,No,No,Yes,No,No,0,No,Mailed check,35.75
Female,0,Yes,Yes,Yes,Yes,0,Yes,No,Yes,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),83.3
Male,0,No,No,Yes,Yes,2,No,Yes,No,No,No,Yes,1,No,Credit card (automatic),89.4
Male,0,Yes,No,No,No phone service,0,No,Yes,Yes,Yes,Yes,Yes,2,Yes,Credit card (automatic),60.8
Male,0,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Mailed check,89.4
Female,0,Yes,No,Yes,Yes,0,No,Yes,No,No,No,No,1,No,Electronic check,54.1
Female,1,No,No,Yes,No,2,No,No,No,No,No,No,1,Yes,Electronic check,69.25
Female,0,No,No,Yes,Yes,2,No,Yes,Yes,No,Yes,No,2,Yes,Bank transfer (automatic),94.75
Male,1,Yes,No,Yes,No,2,No,No,No,No,No,Yes,1,Yes,Electronic check,80.45
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Bank transfer (automatic),20.15
Female,0,No,No,Yes,No,2,No,Yes,No,No,No,No,1,Yes,Electronic check,75.7
Male,0,Yes,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,Mailed check,20.55
Female,0,Yes,Yes,No,No phone service,0,Yes,No,Yes,Yes,No,No,0,No,Credit card (automatic),40.65
Female,0,No,No,Yes,No,2,Yes,No,Yes,Yes,Yes,No,2,Yes,Electronic check,95.55
Female,0,No,No,Yes,Yes,0,No,No,No,No,No,No,1,Yes,Mailed check,50.6
Male,1,Yes,No,Yes,No,0,Yes,Yes,No,Yes,No,No,2,Yes,Bank transfer (automatic),60.95
Male,1,No,No,No,No phone service,0,Yes,Yes,No,No,Yes,Yes,2,Yes,Electronic check,56.45
Female,0,Yes,Yes,Yes,Yes,2,Yes,Yes,Yes,No,Yes,No,0,Yes,Credit card (automatic),99.0
Male,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,Bank transfer (automatic),20.2
Female,0,No,No,Yes,No,0,No,No,Yes,No,Yes,Yes,2,Yes,Electronic check,69.95
Female,0,No,No,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,2,Yes,Credit card (automatic),104.05
Male,0,No,No,Yes,Yes,2,No,No,No,No,Yes,No,2,Yes,Electronic check,86.9
Male,0,Yes,No,Yes,No,0,Yes,Yes,Yes,No,No,No,1,No,Mailed check,61.0
Male,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Mailed check,20.6
Male,0,No,No,Yes,No,2,Yes,No,No,No,No,No,1,Yes,Electronic check,75.7
Male,0,No,No,Yes,Yes,0,No,No,Yes,No,No,No,1,No,Electronic check,54.35
Female,0,No,No,Yes,No,0,Yes,Yes,No,Yes,Yes,Yes,2,No,Credit card (automatic),79.85
Female,0,Yes,No,Yes,No,0,No,No,No,No,No,No,1,No,Mailed check,45.65
Male,1,Yes,No,Yes,Yes,2,Yes,Yes,No,No,No,Yes,1,Yes,Credit card (automatic),94.7
Male,1,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Credit card (automatic),19.3
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,Mailed check,19.75
Female,0,No,No,Yes,No,2,No,No,No,No,No,No,1,Yes,Mailed check,69.9
Female,0,Yes,No,Yes,Yes,2,No,No,Yes,Yes,Yes,Yes,1,Yes,Bank transfer (automatic),104.95
Male,0,Yes,No,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,1,Yes,Electronic check,104.1
Female,0,Yes,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Yes,Credit card (automatic),25.4
Male,0,No,No,Yes,No,2,No,No,No,No,No,Yes,1,Yes,Electronic check,80.2
Male,0,No,No,Yes,No,0,Yes,No,Yes,No,No,No,1,No,Electronic check,53.45
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Bank transfer (automatic),19.85
Female,0,Yes,No,Yes,No,2,No,No,No,No,No,Yes,1,Yes,Electronic check,78.1
Female,0,Yes,Yes,Yes,No,0,Yes,No,No,No,No,No,1,No,Bank transfer (automatic),51.0
Female,0,No,No,Yes,No,2,No,Yes,Yes,No,No,No,1,No,Electronic check,77.8
Female,0,No,No,Yes,Yes,2,No,No,No,No,Yes,No,1,Yes,Electronic check,84.6
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Credit card (automatic),21.1
Male,0,Yes,Yes,Yes,No,2,No,Yes,Yes,Yes,Yes,Yes,2,No,Credit card (automatic),105.75
Male,0,Yes,Yes,Yes,No,2,No,Yes,No,Yes,Yes,No,2,Yes,Electronic check,89.7
Female,0,No,No,Yes,Yes,2,No,No,No,No,Yes,Yes,1,Yes,Electronic check,96.6
Male,0,Yes,No,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,1,Yes,Electronic check,102.55
Male,0,Yes,No,Yes,Yes,2,No,No,No,No,Yes,Yes,2,Yes,Credit card (automatic),95.2
Male,0,Yes,No,Yes,No,2,No,No,No,No,Yes,Yes,1,Yes,Electronic check,90.75
Male,1,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Bank transfer (automatic),20.05
Female,0,No,Yes,Yes,No,0,Yes,Yes,Yes,Yes,No,No,2,No,Credit card (automatic),65.6
Male,1,No,No,Yes,No,2,No,No,No,No,No,Yes,1,Yes,Electronic check,79.55
Male,0,Yes,No,Yes,No,2,Yes,Yes,No,Yes,Yes,Yes,1,Yes,Electronic check,104.6
Female,0,No,No,Yes,Yes,2,Yes,Yes,Yes,No,No,Yes,1,Yes,Bank transfer (automatic),99.45
Male,0,Yes,No,Yes,No,0,Yes,Yes,No,No,Yes,Yes,2,Yes,Mailed check,75.4
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Credit card (automatic),20.35
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,19.15
Male,1,Yes,No,Yes,No,2,No,No,No,No,No,No,1,Yes,Bank transfer (automatic),71.8
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,Bank transfer (automatic),19.5
Female,0,Yes,No,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Yes,Bank transfer (automatic),26.0
Male,0,No,No,No,No phone service,0,No,No,No,Yes,No,No,1,Yes,Electronic check,29.7
Female,0,No,No,Yes,No,0,No,No,No,No,Yes,No,1,Yes,Electronic check,54.65
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Bank transfer (automatic),19.9
Male,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,Electronic check,19.2
Male,0,No,No,Yes,No,2,No,No,No,No,Yes,Yes,1,No,Electronic check,91.05
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,19.75
Female,0,No,Yes,Yes,No,0,No,No,No,Yes,No,No,2,Yes,Electronic check,49.45
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,19.55
Female,0,No,No,No,No phone service,0,No,No,No,No,No,No,1,No,Electronic check,24.5
Female,0,No,No,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Electronic check,24.55
Female,0,No,No,Yes,No,2,No,Yes,Yes,No,Yes,Yes,0,Yes,Electronic check,99.65
Female,0,Yes,No,Yes,No,0,No,Yes,Yes,No,Yes,Yes,0,Yes,Credit card (automatic),73.5
Male,0,No,No,Yes,No,2,No,No,No,No,Yes,Yes,1,Yes,Electronic check,92.0
Male,0,No,No,Yes,No,2,No,No,No,No,No,No,1,Yes,Electronic check,70.3
Male,0,Yes,No,Yes,No,0,No,No,Yes,No,No,No,2,No,Credit card (automatic),50.3
Female,0,Yes,No,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,1,Yes,Electronic check,104.4
Male,0,Yes,Yes,Yes,No,2,No,No,No,No,Yes,No,1,No,Electronic check,80.85
Male,0,Yes,No,Yes,Yes,2,Yes,Yes,Yes,No,Yes,Yes,0,Yes,Electronic check,109.65
Male,0,No,Yes,Yes,No,0,No,No,No,No,No,No,1,No,Mailed check,45.65
Male,0,No,No,Yes,Yes,0,No,No,No,No,Yes,No,1,Yes,Electronic check,59.85
Male,1,No,No,Yes,Yes,2,No,No,No,No,Yes,Yes,1,Yes,Bank transfer (automatic),93.9
Female,0,No,No,Yes,No,0,Yes,No,No,Yes,No,No,2,No,Mailed check,55.15
Female,0,Yes,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Bank transfer (automatic),25.1
Male,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,20.9
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,Mailed check,20.15
Female,0,No,No,Yes,No,2,No,Yes,Yes,Yes,No,Yes,1,Yes,Electronic check,94.2
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Bank transfer (automatic),19.85
Female,0,Yes,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,26.45
Male,0,Yes,Yes,Yes,No,2,No,No,No,No,Yes,Yes,1,No,Mailed check,89.15
Female,0,No,No,Yes,No,2,No,No,No,No,No,No,1,No,Mailed check,71.1
Male,1,No,No,Yes,No,0,No,No,Yes,No,Yes,No,1,Yes,Bank transfer (automatic),60.05
Female,0,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,No,1,No,Mailed check,81.3
Female,0,Yes,No,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,Electronic check,100.45
Female,0,No,No,Yes,Yes,2,Yes,No,No,No,Yes,Yes,1,Yes,Electronic check,100.35
Male,0,No,No,No,No phone service,0,Yes,No,No,Yes,No,No,2,Yes,Mailed check,35.4
Male,0,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),87.55
Male,0,Yes,No,Yes,Yes,0,Yes,No,Yes,Yes,No,Yes,0,No,Credit card (automatic),75.35
Female,0,No,Yes,Yes,No,0,Yes,No,Yes,Yes,Yes,No,2,Yes,Credit card (automatic),70.8
Female,0,No,No,Yes,No,0,Yes,Yes,Yes,Yes,Yes,No,2,No,Mailed check,74.3
